imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9441867,DONG-A GLAUCOS,Ro-ro ship,165.54,518.4
9441984,LUBIE,Bulk carrier,87.52,278.31
9442017,SERENE SEA,Oil tanker,151.74,474.96
9442108,SIYA,General cargo ship,11.91,37.39
9442249,LOUISE KNUTSEN,Oil tanker,122.92,392.31
9442378,PANAMANIAN,Bulk carrier,108.93,339.82
9442392,KEY CALLA,Bulk carrier,106.08,332.14
9442407,KEY INTEGRITY,Bulk carrier,112.1,352.87
9442469,ULTRA PANACHE,Bulk carrier,103.99,325.39
9442471,KM YOKOHAMA,Bulk carrier,100.67,315.85
9442512,YASA H.MULLA,Bulk carrier,104.4,326.76
9442548,ARIANE MAKARA,Chemical tanker,80.8,254.25
9442550,GINGA LYNX,Chemical tanker,80.94,252.79
9442562,CHEMROUTE BRILLIANT,Chemical tanker,96.21,301.18
9442665,ORIENTAL NADESHIKO,Chemical tanker,59.7,187.83
9442718,EVANGELISTRIA,Bulk carrier,113.12,356.13
9442720,MR LEO,Chemical tanker,145.02,453.43
9442744,BEIJING 2008,Bulk carrier,97.56,304.31
9442768,FAR EASTERN JUPITER,Bulk carrier,110.32,344.83
9442859,NAVIOS ALDEBARAN,Bulk carrier,96.61,303.83
9442861,FLORIDA HIGHWAY,Vehicle carrier,104.83,328.95
9442873,COLUMBIA HIGHWAY,Vehicle carrier,84.95,266.39
9442885,ADRIATIC HIGHWAY,Vehicle carrier,102.89,322.64
9442914,DONIA,Chemical tanker,45.29,145.19
9442990,JAL KUMUD,Bulk carrier,91.53,286.29
9443073,ATHENS HIGHWAY,Vehicle carrier,112.7,354.15
9443140,CPO AUSTRALIA,Chemical tanker,88.82,279.4
9443152,CPO NEW ZEALAND,Chemical tanker,91.64,286.98
9443255,BALTIC QUEEN,Ro-pax ship,188.72,594.67
9443358,PAC SEGINUS,General cargo ship,83.02,260.47
9443396,CAPE MORETON,Bulk carrier,79.47,248.36
9443401,AAMIRA,LNG carrier,449.61,1396.83
9443425,BALTIC SAPPHIRE,Chemical tanker,139.64,440.62
9443554,BORE SEA,Container/ro-ro cargo ship,111.9,350.19
9443566,BORE SONG,Container/ro-ro cargo ship,107.15,335.23
9443580,SYNERGY ANTWERP,Container ship,185.45,583.65
9443619,GOLDEN ZHEJIANG,Bulk carrier,172.13,539.78
9443762,CRISTINA MASAVEU,Other ship types,76.69,245.87
9443774,SERVET ANA,Bulk carrier,112.96,352.39
9443841,TIGRIS,Oil tanker,66.31,209.33
9444027,HL SINES,Bulk carrier,158.75,495.92
9444273,MOL PRESENCE,Container ship,266.45,832.38
9444285,APL AUSTRIA,Container ship,222.26,694.68
9444455,SONGA PEARL,Chemical tanker,123.41,390.51
9444467,SONGA SAPPHIRE,Chemical tanker,110.18,350.18
9444479,SONGA RUBY,Chemical tanker,111.88,357.09
9444508,RHINO,Chemical tanker,102.07,322.15
9444534,STAR CLAUDINE,Bulk carrier,180.64,564.04
9444649,EXEMPLAR,LNG carrier,800.17,2321.98
9444716,SANTA CLARA,Container ship,274.17,856.84
9444728,SANTA ISABEL,Container ship,269.96,846.92
9444912,HELGA (Bulk carrier),Bulk carrier,77.4,243.88
9444924,MOUNT OWEN,Bulk carrier,72.58,227.45
9445045,LADY DAMLA,General cargo ship,65.2,204.17
9445069,INFINITY K,Bulk carrier,63.04,198.33
9445203,EDEN BAY,Bulk carrier,68.28,213.88
9445409,GLOVIS SOLOMON,Vehicle carrier,146.78,457.71
9445540,BEGONIA S,General cargo ship,42.64,133.93
9445605,GLOBAL FRONTIER,Bulk carrier,96.43,300.92
9445631,NEW VANGUARD,Oil tanker,221.4,691.16
9445655,GOLDEN OAK,Chemical tanker,68.27,213.58
9445710,UNION TRADER,Bulk carrier,112.61,352.29
9445904,GH BRICKFIELDER,Container ship,163.93,511.57
9445954,GAS GROUPER,Gas carrier,94.83,296.51
9445980,MORNING LADY,Ro-ro ship,106.58,331.9
9445992,MORNING LAURA,Ro-ro ship,124.39,390.03
9446001,MORNING LENA,Ro-ro ship,128.47,401.37
9446013,MORNING LILY,Ro-ro ship,108.77,340.49
9446087,SAIKO,Bulk carrier,136.89,428.02
9446104,MAERSK NIENBURG,Container ship,143.38,448.33
9446116,MARMARA SEA,Oil tanker,165.38,517.17
9446128,YUAN AN HAI,Bulk carrier,114.55,358.07
9446130,YUAN SHUN HAI,Bulk carrier,124.25,387.42
9446180,ZHOU SHAN HAI,Bulk carrier,132.31,415.06
9446374,MARE DORICUM,Oil tanker,176.31,551.09
9446427,ALTAI,Oil tanker,176.59,551.96
9446441,BULK SWITZERLAND,Bulk carrier,160.72,502.83
9446453,AQUATAINE,Bulk carrier,159.32,497.44
9446570,BERGE ISHIZUCHI,Bulk carrier,150.33,470.66
9446594,CAPE JACARANDA,Bulk carrier,168.31,524.85
9446702,BRAVO V,Bulk carrier,126.34,395.19
9446879,CARO,Bulk carrier,165.86,517.04
9447017,MARIPERLA,Bulk carrier,180.37,564.09
9447029,BASAT,Chemical tanker,71.64,224.51
9447043,HULIN,Chemical tanker,70.5,221.65
9447055,MANAS,Chemical tanker,62.12,194.93
9447067,SELENKA,Chemical tanker,69.04,217
9447287,FT STURLA,Chemical tanker,63.24,197.8
9447299,FT NERVI,Chemical tanker,84.99,267.04
9447304,FT QUINTO,Chemical tanker,66.14,207.17
9447328,ATLANTIK PRIDE,Chemical tanker,112.78,354.54
9447330,FT QUARTO,Chemical tanker,102.55,328.76
9447744,NH ERLE,Oil tanker,91.94,287.55
9447756,NH SIRI,Oil tanker,88.32,275.75
9447768,MAERSK MALAGA,Oil tanker,125.65,392.92
9447782,DORADO PLUS,General cargo ship,36.11,113.33
9447794,GAS SNAPPER,Gas carrier,113.42,354.52
9447809,GAS MANTA,Gas carrier,83.62,261.85
9447847,MADRID EXPRESS,Container ship,323.66,1008.75
9447859,TENO,Container ship,204.42,640.53
9447861,ROME EXPRESS,Container ship,304.05,947.04
9447873,TUBUL,Container ship,272.01,848.36
9447897,TEMPANOS,Container ship,244.99,768.32
9447902,MSC FILLIPPA,Container ship,304.32,947.99
9447914,TORRENTE,Container ship,256.05,800.62
9447976,POLYMNIA (Bulk carrier),Bulk carrier,147.45,461.12
9447990,EVGENIA,Bulk carrier,154.89,484.44
9448035,IDOMENEAS,Bulk carrier,127.7,399.38
9448059,ANGLO SAXON,Bulk carrier,139.95,437.56
9448073,SUZUKA EXPRESS,Vehicle carrier,108.98,341.92
9448114,LIBERTY PRIDE,Ro-ro ship,106.06,331.86
9448138,SILVER MOON,Vehicle carrier,105.52,330.86
9448164,FPMC P GLORY,Oil tanker,122.84,384.85
9448217,ULTRA COLONSAY,Bulk carrier,86.65,271.24
9448229,ULTRA SASKATOON,Bulk carrier,90.39,282.34
9448243,MISAGO ARROW,General cargo ship,90.72,283.3
9448255,AVOCET ARROW,General cargo ship,86.88,271.93
9448279,UBC CORK,Bulk carrier,77.2,245.53
9448281,UBC CARTAGENA,Bulk carrier,55.46,175.39
9448310,NORD BUTTERFLY,Chemical tanker,93.6,294.03
9448425,LIBERTY PROMISE,Ro-ro ship,105.72,329.78
9448451,BBC NEW YORK,General cargo ship,47.3,147.72
9448487,GAZ FRATERNITY,Gas carrier,102.41,320.58
9448499,GAZ SERENITY,Gas carrier,133.45,417.04
9448669,MARIELYST,Container ship,117.56,367.73
9448671,BEATRIZ B,Container ship,86.13,268.81
9448683,VERONICA B,Container ship,104.4,325.6
9448724,NORD GAINER,Chemical tanker,115.07,363.01
9448748,COSCO JAPAN,Container ship,230.81,719.27
9448762,COSCO PHILIPPINES,Container ship,229.22,715.64
9448774,COSCO MALAYSIA,Container ship,334.47,1042.81
9448798,COSCO THAILAND,Container ship,201,626.96
9448815,COSCO VIETNAM,Container ship,261.28,816.96
9448891,VEMAHONESTY,Chemical tanker,49.1,155.46
9449106,LILLY SCHULTE,Container ship,194.88,608.58
9449118,MARTHA SCHULTE,Container ship,173.82,541.91
9449120,CHOPIN,Container ship,152.41,475.24
9449259,UNION EXPLORER,Bulk carrier,111.89,349.39
9449340,FOUR AIDA,Bulk carrier,90.97,569.5
9449352,ULTRA GALAXY,Bulk carrier,56.04,175.65
9449388,SANTANA,General cargo ship,38.54,120.91
9449405,MARE PICENUM,Oil tanker,201.83,631.9
9449429,CAPE DAWSON,Chemical tanker,69.2,216.58
9449431,CAPE DALY,Chemical tanker,78.02,245.37
9449780,KEFALONIA,General cargo ship,71.89,225.45
9449792,PAXI,Other ship types,65.14,204.63
9449845,AS ROSALIA,Container ship,120.69,377.39
9449871,LADY SALIHA,Bulk carrier,88.21,275.3
9449883,LADY SERRA,Bulk carrier,86.41,270.3
9449895,LADY ALARA,Bulk carrier,81.65,256.71
9450167,ELEGANT SW,Bulk carrier,77.31,241.73
9450375,CPO HAMBURG,Container ship,161.26,503.32
9450387,CPO BREMEN,Container ship,303.56,945.3
9450399,PRAGUE EXPRESS,Container ship,251.89,786.57
9450404,SOFIA EXPRESS,Container ship,280.02,874.08
9450428,NAGOYA EXPRESS,Container ship,223.41,697.68
9450442,FRANKFURT EXPRESS,Container ship,263.19,822.43
9450571,SYNERGY BUSAN,Container ship,177.38,556.21
9450648,CMA CGM ALMAVIVA,Container ship,228.17,711.47
9450703,BALTIC WIND (Bulk carrier),Bulk carrier,81.76,255.89
9450727,BALTIC COVE,Bulk carrier,91.09,285.92
9450739,GENCO OCEAN,Bulk carrier,84.36,263.41
9450741,BALTIC BREEZE (Bulk carrier),Bulk carrier,93.59,292.76
9450753,GENCO AVRA,Bulk carrier,73.29,229.4
9450765,GENCO MARE,Bulk carrier,83.99,263.15
9450791,MYKONOS,Bulk carrier,82.38,258.19
9450806,LONGSHORE,Bulk carrier,87.53,273.84
9450820,THOMAS C,Bulk carrier,77.92,244.43
9450832,APHRODITE M,Bulk carrier,88.72,277.38
9450844,ORIANA C,Bulk carrier,83.46,262.71
9450868,CAPTAIN VANGELIS L,Bulk carrier,167.37,525.61
9450894,STAR DESPOINA,Bulk carrier,129.59,410.8
9451006,MEDITERRANEAN SEA,Ro-ro ship,136.77,427.67
9451094,CELEBRITY SILHOUETTE,Passenger ship,402.57,1260.46
9451173,SERENE SUSANNAH,Bulk carrier,111.03,347.04
9451214,MELIGUNIS M,Oil tanker,74.03,232.48
9451264,CAPE AGAMEMNON,Bulk carrier,179.59,559.24
9451288,CHEMROAD QUEST,Chemical tanker,93.94,293.71
9451317,DA YU XIA,General cargo ship,75.46,235.84
9451329,DA CUI YUN,General cargo ship,82.03,256.47
9451343,DA TONG YUN,General cargo ship,116.02,363.28
9451355,DA HONG XIA,General cargo ship,83.91,262.18
9451410,CHEMSTAR MASA,Chemical tanker,75.22,234.63
9451460,EAGLE MILAN,Oil tanker,98,305.69
9451575,SENATA,Bulk carrier,39.93,125.65
9451616,ATHENIAN PHOENIX,Bulk carrier,145.53,453.31
9451628,CORINTHIAN PHOENIX,Bulk carrier,199,623.52
9451707,ALPINE MONIQUE,Chemical tanker,111.41,348.49
9451719,MONZA EXPRESS,Vehicle carrier,111.15,346.75
9451721,NEPTUNE HORIZON,Vehicle carrier,85.53,266.81
9451733,NINA,Chemical tanker,107.72,337.52
9451898,GLOVIS COUGAR,Vehicle carrier,119.06,371.6
9451915,CMA CGM AFRICA ONE,Container ship,173.65,542.34
9451927,CMA CGM AFRICA TWO,Container ship,179.16,559.68
9451939,CMA CGM AFRICA THREE,Container ship,171.94,536.94
9451965,CMA CGM AFRICA FOUR,Container ship,201.85,630.38
9451991,GAS COBIA,Gas carrier,93.3,291.95
9452139,KAI XUAN,General cargo ship,100.29,313.46
9452218,SIDER MICHELLE,General cargo ship,61.24,191.82
9452220,NOMADIC HJELLESTAD,General cargo ship,63.98,200.2
9452323,SIFTERI,General cargo ship,45.88,143.93
9452452,FOX,Bulk carrier,36.95,115.86
9452476,GREAT SONG,Bulk carrier,164.55,514.72
9452505,SEAGULL,Bulk carrier,122.84,384.1
9452517,SOCRATIS,Bulk carrier,112.77,354.15
9452543,THEMIS (Bulk carrier),Bulk carrier,136.65,426.57
9452555,PLATON,Bulk carrier,131.34,412
9452579,DONG-A EOS,Bulk carrier,177.53,554.93
9452593,GIEWONT,Bulk carrier,113.36,354.94
9452608,JAWOR,Bulk carrier,119.61,373.02
9452610,ORNAK,Bulk carrier,131.94,412.88
9452622,RYSY,Bulk carrier,117.13,366.71
9452658,CONTI LAPISLAZULI,Bulk carrier,132.11,412.08
9452854,SUPER TRADER,Bulk carrier,105.65,330.52
9452880,AFRODITI,Oil tanker,159.4,497.9
9453030,NEVERLAND DREAM,Oil tanker,195.58,616.1
9453054,PATRICIA V,Bulk carrier,120.54,381.05
9453066,ELENA VE,Bulk carrier,112.51,357.35
9453080,PAN ADVANCE,Bulk carrier,157.64,491.22
9453107,RCC PASSION,Vehicle carrier,97.51,306.49
9453298,MSC CRISTIANA,Vehicle carrier,128.65,403.85
9453365,SPYROS V,Container ship,174.11,543.72
9453377,BLUE WAVE,Bulk carrier,116.44,365.6
9453389,KASTELLI WAVE,Bulk carrier,115.89,363.49
9453406,MYKONOS WAVE,Bulk carrier,119.3,375.1
9453509,PROTEAS (Bulk carrier),Bulk carrier,134.11,420.91
9453511,DORIC WARRIOR,Bulk carrier,128.71,404.39
9453523,SARONIC CHAMPION,Bulk carrier,120.64,377.95
9453535,SARONIC TRADER,Bulk carrier,120.23,377.59
9453559,CMA CGM CHRISTOPHE COLOMB,Container ship,310.87,970.18
9453614,MEROVING,General cargo ship,31.55,98.68
9453781,PELAGICA,General cargo ship,62.27,195.15
9453793,COE LENI,General cargo ship,54.21,169.78
9454034,MOLIVA,Container ship,77.03,240.91
9454125,MATRIX,Bulk carrier,40.68,127.49
9454151,AM GIJON,Bulk carrier,166.59,520.16
9454216,HOLLUM,General cargo ship,49.35,154.96
9454228,BBC MARMARA,General cargo ship,45.45,141.7
9454230,SVENDBORG,Container ship,94.2,297.02
9454242,SONDERBORG (Container ship),Container ship,85.28,268.72
9454280,NAVIOS MARCO POLO,Bulk carrier,103.04,322.95
9454395,CMA CGM AMERIGO VESPUCCI,Container ship,326.68,1019.93
9454400,CMA CGM CORTE REAL,Container ship,432.9,1350.5
9454412,CMA CGM LAPEROUSE,Container ship,311.87,973.86
9454424,CMA CGM MAGELLAN,Container ship,311,970.3
9454436,CMA CGM MARCO POLO,Container ship,348.7,1089.6
9454448,CMA CGM ALEXANDER VON HUMBOLDT,Container ship,418.49,1304.95
9454450,CMA CGM JULES VERNE,Container ship,356.11,1110.94
9454503,YASA EMIRHAN,Bulk carrier,107.53,336.97
9454565,NEW SHANGHAI,Bulk carrier,169.35,529.97
9454668,QU SHAN HAI,Bulk carrier,98.35,306.69
9454711,COSCO SHENGSHI,Vehicle carrier,104.45,326.18
9454723,COSCO TENGFEI,Vehicle carrier,92.27,288.48
9454759,BALTIC KLIPPER,Refrigerated cargo carrier,124.45,387.54
9454761,ATLANTIC KLIPPER,Refrigerated cargo carrier,129.36,402.88
9454917,KNOSSOS WAVE,Bulk carrier,112.35,352.27
9455052,ATLANTIC SIRIUS,Chemical tanker,106.01,331.61
9455387,POLARIS MELODY,Bulk carrier,76.02,237.97
9455399,ORIENTAL HARMONY,Bulk carrier,110.42,344.2
9455533,ANANGEL DAWN,Bulk carrier,130.33,411.08
9455545,ANANGEL SKY,Bulk carrier,131.11,411.07
9455557,ANANGEL SUN,Bulk carrier,132.76,416.27
9455569,ANANGEL OCEAN,Bulk carrier,129.42,403.63
9455715,RCC PRESTIGE,Vehicle carrier,130.77,411.25
9455739,POMER,Chemical tanker,117.6,369.97
9455741,VELEBIT,Chemical tanker,120.7,379.55
9455806,GLENDA MELANIE,Oil tanker,93.17,292.25
9455820,HIGH TIDE,Chemical tanker,99.66,311.64
9455856,PANAYIOTA K,Bulk carrier,121.21,379.45
9455923,SFL DEE,Bulk carrier,79.82,250.59
9455959,MEREDITH VICTORY,Bulk carrier,162.62,508.41
9455985,CRISTIN,Bulk carrier,39.27,123.21
9456226,TAMAR,Bulk carrier,104.29,325.52
9456238,AGGELIKI B,Bulk carrier,121.83,381.75
9456329,JY POWER,Bulk carrier,125.08,390.8
9456379,SIFNOS,Bulk carrier,106.57,331.95
9456410,PORT DALIAN,Bulk carrier,99.64,311.8
9456446,DAI SHAN HAI,Bulk carrier,107.18,334.45
9456458,INCE KASTAMONU,Bulk carrier,129.5,403.72
9456460,INCE AKDENIZ,Bulk carrier,115.69,361.43
9456537,VINCENT GENESIS,Bulk carrier,90.04,282.88
9456551,NORD TRAVELLER,Bulk carrier,98.29,309.06
9456678,MINERAL SUBIC,Bulk carrier,178.8,559.43
9456692,NAVIOS RAY,Bulk carrier,159.84,500.25
9456719,HELGA (General cargo ship),General cargo ship,61.41,192.97
9456721,JAN VAN GENT,General cargo ship,64.44,202.58
9456733,ANET,General cargo ship,58.17,183.8
9456745,IJSSELBORG,General cargo ship,57.78,181.42
9456757,MAERSK EDINBURGH,Container ship,284.54,887.23
9456769,MAERSK EMDEN,Container ship,269.91,841.87
9456771,MAERSK EINDHOVEN,Container ship,274.73,856.86
9456783,COCONEE RICKMERS,Container ship,258.26,804.21
9456991,RHINE MAERSK,Container ship,160.4,499.48
9457000,RHONE MAERSK,Container ship,116.14,361.67
9457165,HATCHE,Ro-ro ship,114.92,358.04
9457177,EUROCARGO SICILIA,Ro-ro ship,120.13,374.7
9457189,QEZBAN,Ro-ro ship,132.81,413.79
9457191,EUROCARGO SAVONA,Ro-ro ship,130.91,408.66
9457206,PAQIZE,Ro-ro ship,120.69,376.13
9457220,HAPPY SKY,General cargo ship,86.65,272.87
9457555,CAPE LAMBERT,Bulk carrier,169.96,531.04
9457593,ROSS SEA,Oil tanker,182.1,569.01
9457608,LEO SUN,Oil tanker,171.83,537.15
9457610,FPMC P HERO,Oil tanker,149.85,468.44
9457749,NAVE POLARIS,Oil tanker,90.4,284.54
9457763,ATHIRI,Chemical tanker,131.25,410.22
9457830,NORDOCEAN,Chemical tanker,60.69,189.06
9457842,SHUANG XI,Bulk carrier,119.66,374.95
9457878,RUBY-T,Chemical tanker,88.74,277.16
9457892,MARE SICULUM,Oil tanker,193.68,604.72
9457907,RIDGEBURY LESSLEY B,Oil tanker,172.56,538.55
9458016,DELTA STAR,Oil tanker,137.66,430.74
9458030,LEO RICKMERS,Container ship,315.08,981.23
9458054,FMT URLA,Oil tanker,58.7,184.59
9458066,IMERA,Chemical tanker,68.27,214.53
9458078,SCORPIO RICKMERS,Container ship,255.79,797.86
9458080,MAERSK EVORA,Container ship,312.98,976.47
9458092,MAERSK ESSEX,Container ship,300.8,938.1
9458157,GAZ SYNERGY,Gas carrier,118.02,368.61
9458169,GAZ ENERGY,Gas carrier,115.58,360.9
9458171,GAZ VICTORY,Gas carrier,115.02,359.15
9458183,HABIP BAYRAK,Chemical tanker,48.65,153.72
9458195,HACI FATMA ANA,Chemical tanker,54.08,171.23
9458248,MARIETJE MARSILLA,General cargo ship,40.64,128.34
9458250,ULUSOY-8,Bulk carrier,78.54,245.21
9458418,HUANGHAI ADVANCE,General cargo ship,95.57,299.12
9458420,HUANGHAI PIONEER,General cargo ship,84.41,263.72
9458456,PACIFIC VICTOR,General cargo ship,125.53,394.83
9458468,CARIBBEAN HARMONY,General cargo ship,68.54,214.26
9458511,SUPERFAST II,Ro-pax ship,172.74,542.36
9458523,FORZA,Ro-pax ship,170.48,531.38
9458535,REGINA SEAWAYS,Ro-pax ship,142.14,442.77
9458755,GREAT CHEER,Bulk carrier,126.72,397.75
9458767,GREAT ASPIRATION,Bulk carrier,122.62,383.76
9458822,UACC MANAMA,Chemical tanker,133.13,417.04
9458901,SVENJA,General cargo ship,133.14,426.85
9458913,LONE,General cargo ship,130.74,411.68
9458951,EUROCARGO GENOVA,Ro-ro ship,144.92,452.23
9458975,CONMAR BAY,Container ship,85.75,270.6
9458987,GOLDEN AMBER,Bulk carrier,108.63,342.86
9459010,NCC SHAMS,Chemical tanker,134.77,421.79
9459034,NCC REEM,Chemical tanker,91.42,286.02
9459060,NAVE ATRIA,Oil tanker,98.49,309.9
9459084,NAVE BELLATRIX,Oil tanker,167.38,524.84
9459096,NAVE ORION,Oil tanker,131.82,412.89
9459149,IVS KINGLET,Bulk carrier,70.07,219.19
9459151,APOLLO BULKER,Bulk carrier,68.08,213.19
9459242,PRIME EXPRESS,Oil tanker,89.85,282.42
9459292,JIPRO NEFTIS,Chemical tanker,92.07,288.63
9459369,DUBAI MOON-I,Bulk carrier,87.97,277.47
9459371,ARGO B,Bulk carrier,87.2,273.11
9459383,GIORGOS B,Bulk carrier,87.07,273.91
9459400,HANSA ASIA,Container ship,148.28,466.17
9459412,HANSA EUROPE,Container ship,144.78,451.8
9459436,HANSA GRANITE,Container ship,138.57,432.33
9459539,STOLT OCELOT,Chemical tanker,66.55,208.28
9459644,JOSCO RUNZHOU,Bulk carrier,92,287.49
9459709,FPMC P IDEAL,Oil tanker,142.89,446.32
9459955,LADY DORIS,Bulk carrier,80.84,253.91
9459967,YULIA,Bulk carrier,78.56,245.77
9459979,SHOVELER,Bulk carrier,72.09,226.54
9459981,RUDDY,Bulk carrier,83.64,263.42
9460033,NAVIOS POLLUX,Bulk carrier,185.61,579.41
9460136,ALPINE AMALIA,Oil tanker,145.55,453.55
9460186,PAN KRISTINE,Bulk carrier,75.31,235.54
9460241,STEN FJELL,Oil tanker,79.33,254.33
9460265,FEYHA,Bulk carrier,124.76,389.43
9460289,ELIN,Bulk carrier,98.23,307.82
9460320,PANOCEANIS,Bulk carrier,84.69,263.91
9460356,MSC SAVONA,Container ship,362.35,1128.83
9460394,WHITE HAWK,Bulk carrier,80.52,252.35
9460502,LEON HERC,Chemical tanker,182.68,575.03
9460526,SUNLEAF GRACE,Bulk carrier,99.08,308.93
9460564,KALAMAS,Oil tanker,185.15,579.81
9460576,PAMISOS,Oil tanker,135.75,424.37
9460590,SAKIZAYA WISDOM,Bulk carrier,112.23,350.72
9460605,PENTA,Bulk carrier,91.34,286.71
9460617,PETROLINA OCEAN,Chemical tanker,70.56,221.29
9460734,WADI SAFAGA,Bulk carrier,194.48,606.47
9460746,WADI TIBA,Bulk carrier,151.4,472.12
9460772,WADI ALYARMOUK,Bulk carrier,151.53,472.54
9460887,MORNING CLARA,Vehicle carrier,103.88,325.76
9460899,GLOVIS COMPANION,Vehicle carrier,119.93,375.59
9461051,HAMBURG EXPRESS,Container ship,265.32,827.71
9461063,PANAGIOTIS,Bulk carrier,116.78,369.11
9461154,LOWLANDS KAMSAR,Bulk carrier,96.99,303.01
9461192,AEOLIAN FORTUNE,Bulk carrier,90.87,284.94
9461269,CAPE SPENCER,Bulk carrier,129.38,405.93
9461271,BESIKTAS KAZAKHSTAN,Bulk carrier,160.11,500.7
9461283,BESIKTAS AZERBAIJAN,Bulk carrier,148.38,463.23
9461312,KEY HUNTER,Bulk carrier,90.64,283.43
9461350,AM EXPRESS,Bulk carrier,105.97,332.07
9461362,YM ENDEAVOUR,Bulk carrier,106.12,331.1
9461374,MSC ALEXANDRA,Container ship,406.79,1267.95
9461386,MSC GENOVA,Container ship,388.74,1211.66
9461398,MSC ROSA M,Container ship,407.76,1271.04
9461403,MSC LA SPEZIA,Container ship,342.7,1068.97
9461415,MSC DEILA,Container ship,369.85,1152.75
9461427,MSC LIVORNO,Container ship,340.97,1063.61
9461439,MSC VALERIA,Container ship,414.44,1292.35
9461441,MSC BARI,Container ship,375.95,1171.87
9461477,MSC SAVANNAH,Container ship,296.82,932.87
9461489,SM SAVANNAH,Container ship,277.66,866.04
9461594,STEFAN SIBUM,Container ship,94.08,295.66
9461659,HAFNIA PEGASUS,Oil tanker,94.99,296.4
9461661,HAFNIA ANDROMEDA,Chemical tanker,101.13,318
9461673,HAFNIA TAURUS,Chemical tanker,123.76,387.31
9461685,HAFNIA LUPUS,Chemical tanker,98.93,309.3
9461697,HAFNIA CRUX,Oil tanker,101.5,318.12
9461702,HAFNIA PHOENIX,Chemical tanker,104.39,326.65
9461764,SOFIA (Oil tanker),Oil tanker,200.79,627.63
9461831,SKS DOKKA,Oil tanker,141.58,444.3
9461843,SKS DARENT,Oil tanker,168.01,526.4
9461855,SKS DONGGANG,Oil tanker,152.6,476.43
9461867,APL CHONGQING,Container ship,275.33,863.5
9461879,APL GWANGYANG,Container ship,339.52,1059.26
9461881,APL LE HAVRE,Container ship,294,922.2
9461934,MED PACIFIC,Chemical tanker,120.95,379.67
9462299,MED NORDIC,Chemical tanker,61.42,195.41
9462304,MED BALTIC,Chemical tanker,55.02,173.44
9462316,MED ANTARCTIC,Chemical tanker,24.12,75.7
9462495,ELSE,Bulk carrier,174.7,547.1
9462794,OOCL RAUMA,Container ship,88.6,284.06
9462859,KAPITAN CHEKHA,General cargo ship,22.52,72.2
9462926,DECATHLON,Oil tanker,161.69,505.94
9463059,MSC ELISA,Container ship,377.35,1177.31
9463205,MSC IMMACOLATA,Vehicle carrier,115.04,360.48
9463308,JAG ANAND,Bulk carrier,148.9,466.76
9463437,ERIEBORG,General cargo ship,49.4,155.33
9463449,EDENBORG,General cargo ship,52.51,165.64
9463451,EBROBORG,General cargo ship,60.07,189.49
9463542,SIDER JASMINE,General cargo ship,76.25,238.8
9463554,NOMADIC MILDE,General cargo ship,62.48,196.01
9463566,CELINE C,General cargo ship,56.28,175.65
9463578,SLOMAN DISCHARGER,General cargo ship,57.69,180.98
9463633,ROLAND OLDENDORFF,Bulk carrier,149.52,468.63
9463645,ROBERT OLDENDORFF,Bulk carrier,133.63,421.19
9463657,RIK OLDENDORFF,Bulk carrier,137.62,430.59
9463669,REDMER OLDENDORFF,Bulk carrier,157.86,492.57
9463671,REX OLDENDORFF,Bulk carrier,150.12,472.56
9463748,SKY GLOBE,Bulk carrier,180.66,563.91
9464027,BENJAMAS NAREE,Bulk carrier,88.03,274.36
9464039,CHINTANA NAREE,Bulk carrier,91.37,287.04
9464285,MRC MINA,Chemical tanker,57.82,181.45
9464352,LUCKY SAILOR,Chemical tanker,81.4,255.98
9464364,AGIOS NIKOLAOS IV,Chemical tanker,82.45,258.07
9464376,BALTIC SWIFT,Chemical tanker,131.15,414.61
9464388,AEGEAN HIGHWAY,Vehicle carrier,104.44,327.83
9464455,CRONUS LEADER,Vehicle carrier,107.81,337.6
9464522,GLORY DINA,Bulk carrier,62.5,195.19
9464534,MARIKA (Bulk carrier),Bulk carrier,68.54,213.61
